service	prefix	action	action docs	access level	condition keys	dependent actions	description
AWS Fault Injection Simulator 	fis	DeleteExperimentTemplate	https://docs.aws.amazon.com/fis/latest/APIReference/API_DeleteExperimentTemplate.html	Write			Grants permission to delete the AWS FIS experiment template
AWS Fault Injection Simulator 	fis	GetAction	https://docs.aws.amazon.com/fis/latest/APIReference/API_GetAction.html	Read	aws:ResourceTag/${TagKey}		Grants permission to retrieve an AWS FIS action
AWS Fault Injection Simulator 	fis	GetExperiment	https://docs.aws.amazon.com/fis/latest/APIReference/API_GetExperiment.html	Read	aws:ResourceTag/${TagKey}		Grants permission to retrieve an AWS FIS experiment
AWS Fault Injection Simulator 	fis	GetExperimentTemplate	https://docs.aws.amazon.com/fis/latest/APIReference/API_GetExperimentTemplate.html	Read	aws:ResourceTag/${TagKey}		Grants permission to retrieve an AWS FIS Experiment Template
AWS Fault Injection Simulator 	fis	GetTargetResourceType	https://docs.aws.amazon.com/fis/latest/APIReference/API_GetTargetResourceType.html	Read			Grants permission to get information about the specified resource type
AWS Fault Injection Simulator 	fis	InjectApiInternalError [permission only]	https://docs.aws.amazon.com/fis/latest/userguide/fis-actions-reference.html#fis-actions-reference-fis	Write	fis:Service, fis:Operations, fis:Percentage, fis:Targets		Grants permission to inject an API internal error on the provided AWS service from an FIS Experiment
AWS Fault Injection Simulator 	fis	InjectApiThrottleError [permission only]	https://docs.aws.amazon.com/fis/latest/userguide/fis-actions-reference.html#fis-actions-reference-fis	Write	fis:Service, fis:Operations, fis:Percentage, fis:Targets		Grants permission to inject an API throttle error on the provided AWS service from an FIS Experiment
AWS Fault Injection Simulator 	fis	InjectApiUnavailableError [permission only]	https://docs.aws.amazon.com/fis/latest/userguide/fis-actions-reference.html#fis-actions-reference-fis	Write	fis:Service, fis:Operations, fis:Percentage, fis:Targets		Grants permission to inject an API unavailable error on the provided AWS service from an FIS Experiment
AWS Fault Injection Simulator 	fis	ListActions	https://docs.aws.amazon.com/fis/latest/APIReference/API_ListActions.html	List			Grants permission to list all available AWS FIS actions
AWS Fault Injection Simulator 	fis	ListExperimentTemplates	https://docs.aws.amazon.com/fis/latest/APIReference/API_ListExperimentTemplates.html	List			Grants permission to list all available AWS FIS experiment templates
AWS Fault Injection Simulator 	fis	ListExperiments	https://docs.aws.amazon.com/fis/latest/APIReference/API_ListExperiments.html	List			Grants permission to list all available AWS FIS experiments
AWS Fault Injection Simulator 	fis	ListTagsForResource	https://docs.aws.amazon.com/fis/latest/APIReference/API_ListTagsForResource.html	Read			Grants permission to list the tags for an AWS FIS resource
AWS Fault Injection Simulator 	fis	ListTargetResourceTypes	https://docs.aws.amazon.com/fis/latest/APIReference/API_ListTargetResourceTypes.html	List			Grants permission to list the resource types
AWS Fault Injection Simulator 	fis	StartExperiment	https://docs.aws.amazon.com/fis/latest/APIReference/API_StartExperiment.html	Write	aws:RequestTag/${TagKey}, aws:TagKeys		Grants permission to run an AWS FIS experiment
AWS Fault Injection Simulator 	fis	StopExperiment	https://docs.aws.amazon.com/fis/latest/APIReference/API_StopExperiment.html	Write			Grants permission to stop an AWS FIS experiment
AWS Fault Injection Simulator 	fis	TagResource	https://docs.aws.amazon.com/fis/latest/APIReference/API_TagResource.html	Tagging	aws:TagKeys, aws:RequestTag/${TagKey}		Grants permission to tag AWS FIS resources
AWS Fault Injection Simulator 	fis	UntagResource	https://docs.aws.amazon.com/fis/latest/APIReference/API_UntagResource.html	Tagging	aws:TagKeys, aws:RequestTag/${TagKey}		Grants permission to untag AWS FIS resources
AWS Fault Injection Simulator 	fis	UpdateExperimentTemplate	https://docs.aws.amazon.com/fis/latest/APIReference/API_UpdateExperimentTemplate.html	Write	aws:RequestTag/${TagKey}, aws:TagKeys		Grants permission to update the specified AWS FIS experiment template
AWS Firewall Manager 	fms	AssociateAdminAccount	https://docs.aws.amazon.com/fms/2018-01-01/APIReference/API_AssociateAdminAccount.html	Write			Grants permission to set the AWS Firewall Manager administrator account and enables the service in all organization accounts
AWS Firewall Manager 	fms	AssociateThirdPartyFirewall	https://docs.aws.amazon.com/fms/2018-01-01/APIReference/API_AssociateThirdPartyFirewall.html	Write			Grants permission to set the Firewall Manager administrator as a tenant administrator of a third-party firewall service
AWS Firewall Manager 	fms	DeleteAppsList	https://docs.aws.amazon.com/fms/2018-01-01/APIReference/API_DeleteAppsList.html	Write			Grants permission to permanently deletes an AWS Firewall Manager applications list
AWS Firewall Manager 	fms	DeleteNotificationChannel	https://docs.aws.amazon.com/fms/2018-01-01/APIReference/API_DeleteNotificationChannel.html	Write			Grants permission to delete an AWS Firewall Manager association with the IAM role and the Amazon Simple Notification Service (SNS) topic that is used to notify the FM administrator about major FM events and errors across the organization
AWS Firewall Manager 	fms	DeletePolicy	https://docs.aws.amazon.com/fms/2018-01-01/APIReference/API_DeletePolicy.html	Write	aws:ResourceTag/${TagKey}		Grants permission to permanently delete an AWS Firewall Manager policy
AWS Firewall Manager 	fms	DeleteProtocolsList	https://docs.aws.amazon.com/fms/2018-01-01/APIReference/API_DeleteProtocolsList.html	Write			Grants permission to permanently deletes an AWS Firewall Manager protocols list
AWS Firewall Manager 	fms	DisassociateAdminAccount	https://docs.aws.amazon.com/fms/2018-01-01/APIReference/API_DisassociateAdminAccount.html	Write			Grants permission to disassociate the account that has been set as the AWS Firewall Manager administrator account and and disables the service in all organization accounts
AWS Firewall Manager 	fms	DisassociateThirdPartyFirewall	https://docs.aws.amazon.com/fms/2018-01-01/APIReference/API_DisassociateThirdPartyFirewall.html	Write			Grants permission to disassociate a Firewall Manager administrator from a third-party firewall tenant
AWS Firewall Manager 	fms	GetAdminAccount	https://docs.aws.amazon.com/fms/2018-01-01/APIReference/API_GetAdminAccount.html	Read			Grants permission to retrieve the AWS Organizations master account that is associated with AWS Firewall Manager as the AWS Firewall Manager administrator
AWS Firewall Manager 	fms	GetAppsList	https://docs.aws.amazon.com/fms/2018-01-01/APIReference/API_GetAppsList.html	Read			Grants permission to return information about the specified AWS Firewall Manager applications list
AWS Firewall Manager 	fms	GetComplianceDetail	https://docs.aws.amazon.com/fms/2018-01-01/APIReference/API_GetComplianceDetail.html	Read			Grants permission to retrieve detailed compliance information about the specified member account. Details include resources that are in and out of compliance with the specified policy
AWS Firewall Manager 	fms	GetNotificationChannel	https://docs.aws.amazon.com/fms/2018-01-01/APIReference/API_GetNotificationChannel.html	Read			Grants permission to retrieve information about the Amazon Simple Notification Service (SNS) topic that is used to record AWS Firewall Manager SNS logs
AWS Firewall Manager 	fms	GetPolicy	https://docs.aws.amazon.com/fms/2018-01-01/APIReference/API_GetPolicy.html	Read			Grants permission to retrieve information about the specified AWS Firewall Manager policy
AWS Firewall Manager 	fms	GetProtectionStatus	https://docs.aws.amazon.com/fms/2018-01-01/APIReference/API_GetProtectionStatus.html	Read			Grants permission to retrieve policy-level attack summary information in the event of a potential DDoS attack
AWS Firewall Manager 	fms	GetProtocolsList	https://docs.aws.amazon.com/fms/2018-01-01/APIReference/API_GetProtocolsList.html	Read			Grants permission to return information about the specified AWS Firewall Manager protocols list
AWS Firewall Manager 	fms	GetThirdPartyFirewallAssociationStatus	https://docs.aws.amazon.com/fms/2018-01-01/APIReference/API_GetThirdPartyFirewallAssociationStatus.html	Read			Grants permission to retrieve the onboarding status of a Firewall Manager administrator account to third-party firewall vendor tenant
AWS Firewall Manager 	fms	GetViolationDetails	https://docs.aws.amazon.com/fms/2018-01-01/APIReference/API_GetViolationDetails.html	Read			Grants permission to retrieve violations for a resource based on the specified AWS Firewall Manager policy and AWS account
AWS Firewall Manager 	fms	ListAppsLists	https://docs.aws.amazon.com/fms/2018-01-01/APIReference/API_ListAppsLists.html	List			Grants permission to return an array of AppsListDataSummary objects
AWS Firewall Manager 	fms	ListComplianceStatus	https://docs.aws.amazon.com/fms/2018-01-01/APIReference/API_ListComplianceStatus.html	List			Grants permission to retrieve an array of PolicyComplianceStatus objects in the response. Use PolicyComplianceStatus to get a summary of which member accounts are protected by the specified policy
AWS Firewall Manager 	fms	ListMemberAccounts	https://docs.aws.amazon.com/fms/2018-01-01/APIReference/API_ListMemberAccounts.html	List			Grants permission to retrieve an array of member account ids if the caller is FMS admin account
AWS Firewall Manager 	fms	ListPolicies	https://docs.aws.amazon.com/fms/2018-01-01/APIReference/API_ListPolicies.html	List			Grants permission to retrieve an array of PolicySummary objects in the response
AWS Firewall Manager 	fms	ListProtocolsLists	https://docs.aws.amazon.com/fms/2018-01-01/APIReference/API_ListProtocolsLists.html	List			Grants permission to return an array of ProtocolsListDataSummary objects
AWS Firewall Manager 	fms	ListTagsForResource	https://docs.aws.amazon.com/fms/2018-01-01/APIReference/API_ListTagsForResource.html	Read			Grants permission to list Tags for a given resource
AWS Firewall Manager 	fms	ListThirdPartyFirewallFirewallPolicies	https://docs.aws.amazon.com/fms/2018-01-01/APIReference/API_ListThirdPartyFirewallFirewallPolicies.html	List			Grants permission to retrieve a list of all of the third-party firewall policies that are associated with the third-party firewall administrator's account
AWS Firewall Manager 	fms	PutAppsList	https://docs.aws.amazon.com/fms/2018-01-01/APIReference/API_PutAppsList.html	Write	aws:RequestTag/${TagKey}, aws:TagKeys		Grants permission to create an AWS Firewall Manager applications list
AWS Firewall Manager 	fms	PutNotificationChannel	https://docs.aws.amazon.com/fms/2018-01-01/APIReference/API_PutNotificationChannel.html	Write			Grants permission to designate the IAM role and Amazon Simple Notification Service (SNS) topic that AWS Firewall Manager (FM) could use to notify the FM administrator about major FM events and errors across the organization
AWS Firewall Manager 	fms	PutPolicy	https://docs.aws.amazon.com/fms/2018-01-01/APIReference/API_PutPolicy.html	Write	aws:RequestTag/${TagKey}, aws:TagKeys		Grants permission to create an AWS Firewall Manager policy
AWS Firewall Manager 	fms	PutProtocolsList	https://docs.aws.amazon.com/fms/2018-01-01/APIReference/API_PutProtocolsList.html	Write	aws:RequestTag/${TagKey}, aws:TagKeys		Grants permission to creates an AWS Firewall Manager protocols list
AWS Firewall Manager 	fms	TagResource	https://docs.aws.amazon.com/fms/2018-01-01/APIReference/API_TagResource.html	Tagging	aws:RequestTag/${TagKey}, aws:TagKeys		Grants permission to add a Tag to a given resource
AWS Firewall Manager 	fms	UntagResource	https://docs.aws.amazon.com/fms/2018-01-01/APIReference/API_UntagResource.html	Tagging	aws:TagKeys		Grants permission to remove a Tag from a given resource
AWS Global Accelerator 	globalaccelerator	AddCustomRoutingEndpoints	https://docs.aws.amazon.com/global-accelerator/latest/api/API_AddCustomRoutingEndpoints.html	Write			Grants permission to add a virtual private cloud (VPC) subnet endpoint to a custom routing accelerator endpoint group
AWS Global Accelerator 	globalaccelerator	AdvertiseByoipCidr	https://docs.aws.amazon.com/global-accelerator/latest/api/API_AdvertiseByoipCidr.html	Write			Grants permission to advertises an IPv4 address range that is provisioned for use with your accelerator through bring your own IP addresses (BYOIP)
AWS Global Accelerator 	globalaccelerator	AllowCustomRoutingTraffic	https://docs.aws.amazon.com/global-accelerator/latest/api/API_AllowCustomRoutingTraffic.html	Write			Grants permission to allows custom routing of user traffic to a private destination IP:PORT in a specific VPC subnet
AWS Global Accelerator 	globalaccelerator	CreateAccelerator	https://docs.aws.amazon.com/global-accelerator/latest/api/API_CreateAccelerator.html	Write	aws:RequestTag/${TagKey}, aws:TagKeys		Grants permission to create a standard accelerator
AWS Global Accelerator 	globalaccelerator	CreateCustomRoutingAccelerator	https://docs.aws.amazon.com/global-accelerator/latest/api/API_CreateCustomRoutingAccelerator.html	Write	aws:RequestTag/${TagKey}, aws:TagKeys		Grants permission to create a Custom Routing accelerator
AWS Global Accelerator 	globalaccelerator	CreateCustomRoutingEndpointGroup	https://docs.aws.amazon.com/global-accelerator/latest/api/API_CreateCustomRoutingEndpointGroup.html	Write			Grants permission to create an endpoint group for the specified listener for a custom routing accelerator
AWS Global Accelerator 	globalaccelerator	CreateCustomRoutingListener	https://docs.aws.amazon.com/global-accelerator/latest/api/API_CreateCustomRoutingListener.html	Write			Grants permission to create a listener to process inbound connections from clients to a custom routing accelerator
AWS Global Accelerator 	globalaccelerator	CreateEndpointGroup	https://docs.aws.amazon.com/global-accelerator/latest/api/API_CreateEndpointGroup.html	Write			Grants permission to add an endpoint group to a standard accelerator listener
AWS Global Accelerator 	globalaccelerator	CreateListener	https://docs.aws.amazon.com/global-accelerator/latest/api/API_CreateListener.html	Write			Grants permission to add a listener to a standard accelerator
AWS Global Accelerator 	globalaccelerator	DeleteAccelerator	https://docs.aws.amazon.com/global-accelerator/latest/api/API_DeleteAccelerator.html	Write			Grants permission to delete a standard accelerator
AWS Global Accelerator 	globalaccelerator	DeleteCustomRoutingAccelerator	https://docs.aws.amazon.com/global-accelerator/latest/api/API_DeleteCustomRoutingAccelerator.html	Write			Grants permission to delete a custom routing accelerator
AWS Global Accelerator 	globalaccelerator	DeleteCustomRoutingEndpointGroup	https://docs.aws.amazon.com/global-accelerator/latest/api/API_DeleteCustomRoutingEndpointGroup.html	Write			Grants permission to delete an endpoint group from a listener for a custom routing accelerator
AWS Global Accelerator 	globalaccelerator	DeleteCustomRoutingListener	https://docs.aws.amazon.com/global-accelerator/latest/api/API_DeleteCustomRoutingListener.html	Write			Grants permission to delete a listener for a custom routing accelerator
AWS Global Accelerator 	globalaccelerator	DeleteEndpointGroup	https://docs.aws.amazon.com/global-accelerator/latest/api/API_DeleteEndpointGroup.html	Write			Grants permission to delete an endpoint group associated with a standard accelerator listener
AWS Global Accelerator 	globalaccelerator	DeleteListener	https://docs.aws.amazon.com/global-accelerator/latest/api/API_DeleteListener.html	Write			Grants permission to delete a listener from a standard accelerator
AWS Global Accelerator 	globalaccelerator	DenyCustomRoutingTraffic	https://docs.aws.amazon.com/global-accelerator/latest/api/API_DenyCustomRoutingTraffic.html	Write			Grants permission to disallows custom routing of user traffic to a private destination IP:PORT in a specific VPC subnet
AWS Global Accelerator 	globalaccelerator	DeprovisionByoipCidr	https://docs.aws.amazon.com/global-accelerator/latest/api/API_DeprovisionByoipCidr.html	Write			Grants permission to releases the specified address range that you provisioned for use with your accelerator through bring your own IP addresses (BYOIP)
AWS Global Accelerator 	globalaccelerator	DescribeAccelerator	https://docs.aws.amazon.com/global-accelerator/latest/api/API_DescribeAccelerator.html	Read			Grants permissions to describe a standard accelerator
AWS Global Accelerator 	globalaccelerator	DescribeAcceleratorAttributes	https://docs.aws.amazon.com/global-accelerator/latest/api/API_DescribeAcceleratorAttributes.html	Read			Grants permission to describe a standard accelerator attributes
AWS Global Accelerator 	globalaccelerator	DescribeCustomRoutingAccelerator	https://docs.aws.amazon.com/global-accelerator/latest/api/API_DescribeCustomRoutingAccelerator.html	Read			Grants permission to describe a custom routing accelerator
AWS Global Accelerator 	globalaccelerator	DescribeCustomRoutingAcceleratorAttributes	https://docs.aws.amazon.com/global-accelerator/latest/api/API_DescribeCustomRoutingAcceleratorAttributes.html	Read			Grants permission to describe the attributes of a custom routing accelerator
AWS Global Accelerator 	globalaccelerator	DescribeCustomRoutingEndpointGroup	https://docs.aws.amazon.com/global-accelerator/latest/api/API_DescribeCustomRoutingEndpointGroup.html	Read			Grants permission to describe an endpoint group for a custom routing accelerator
AWS Global Accelerator 	globalaccelerator	DescribeCustomRoutingListener	https://docs.aws.amazon.com/global-accelerator/latest/api/API_DescribeCustomRoutingListener.html	Read			Grants permission to describe a listener for a custom routing accelerator
AWS Global Accelerator 	globalaccelerator	DescribeEndpointGroup	https://docs.aws.amazon.com/global-accelerator/latest/api/API_DescribeEndpointGroup.html	Read			Grants permission to describe a standard accelerator endpoint group
AWS Global Accelerator 	globalaccelerator	DescribeListener	https://docs.aws.amazon.com/global-accelerator/latest/api/API_DescribeListener.html	Read			Grants permission to describe a standard accelerator listener
AWS Global Accelerator 	globalaccelerator	ListAccelerators	https://docs.aws.amazon.com/global-accelerator/latest/api/API_ListAccelerators.html	List			Grants permission to list all standard accelerators
AWS Global Accelerator 	globalaccelerator	ListByoipCidrs	https://docs.aws.amazon.com/global-accelerator/latest/api/API_ListByoipCidrs.html	List			Grants permission to list the BYOIP cidrs
AWS Global Accelerator 	globalaccelerator	ListCustomRoutingAccelerators	https://docs.aws.amazon.com/global-accelerator/latest/api/API_ListCustomRoutingAccelerators.html	List			Grants permission to list the custom routing accelerators for an AWS account
AWS Global Accelerator 	globalaccelerator	ListCustomRoutingEndpointGroups	https://docs.aws.amazon.com/global-accelerator/latest/api/API_ListCustomRoutingEndpointGroups.html	List			Grants permission to list the endpoint groups that are associated with a listener for a custom routing accelerator
AWS Global Accelerator 	globalaccelerator	ListCustomRoutingListeners	https://docs.aws.amazon.com/global-accelerator/latest/api/API_ListCustomRoutingListeners.html	List			Grants permission to list the listeners for a custom routing accelerator
AWS Global Accelerator 	globalaccelerator	ListCustomRoutingPortMappings	https://docs.aws.amazon.com/global-accelerator/latest/api/API_ListCustomRoutingPortMappings.html	List			Grants permission to list the port mappings for a custom routing accelerator
AWS Global Accelerator 	globalaccelerator	ListCustomRoutingPortMappingsByDestination	https://docs.aws.amazon.com/global-accelerator/latest/api/API_ListCustomRoutingPortMappingsByDestination.html	List			Grants permission to list the port mappings for a specific endpoint IP address (a destination address) in a subnet
AWS Global Accelerator 	globalaccelerator	ListEndpointGroups	https://docs.aws.amazon.com/global-accelerator/latest/api/API_ListEndpointGroups.html	List			Grants permission to list all endpoint groups associated with a standard accelerator listener
AWS Global Accelerator 	globalaccelerator	ListListeners	https://docs.aws.amazon.com/global-accelerator/latest/api/API_ListListeners.html	List			Grants permission to list all listeners associated with a standard accelerator
AWS Global Accelerator 	globalaccelerator	ListTagsForResource	https://docs.aws.amazon.com/global-accelerator/latest/api/API_ListTagsForResource.html	Read			Grants permission to list tags for a globalaccelerator resource
AWS Global Accelerator 	globalaccelerator	ProvisionByoipCidr	https://docs.aws.amazon.com/global-accelerator/latest/api/API_ProvisionByoipCidr.html	Write			Grants permission to provisions an address range for use with your accelerator through bring your own IP addresses (BYOIP)
AWS Global Accelerator 	globalaccelerator	RemoveCustomRoutingEndpoints	https://docs.aws.amazon.com/global-accelerator/latest/api/API_RemoveCustomRoutingEndpoints.html	Write			Grants permission to remove virtual private cloud (VPC) subnet endpoints from a custom routing accelerator endpoint group
AWS Global Accelerator 	globalaccelerator	TagResource	https://docs.aws.amazon.com/global-accelerator/latest/api/API_TagResource.html	Tagging	aws:RequestTag/${TagKey}, aws:TagKeys		Grants permission to add tags to a globalaccelerator resource
AWS Global Accelerator 	globalaccelerator	UntagResource	https://docs.aws.amazon.com/global-accelerator/latest/api/API_UntagResource.html	Tagging	aws:TagKeys		Grants permission to remove tags from a globalaccelerator resource
AWS Global Accelerator 	globalaccelerator	UpdateAccelerator	https://docs.aws.amazon.com/global-accelerator/latest/api/API_UpdateAccelerator.html	Write			Grants permission to update a standard accelerator
AWS Global Accelerator 	globalaccelerator	UpdateAcceleratorAttributes	https://docs.aws.amazon.com/global-accelerator/latest/api/API_UpdateAcceleratorAttributes.html	Write			Grants permission to update a standard accelerator attributes
AWS Global Accelerator 	globalaccelerator	UpdateCustomRoutingAccelerator	https://docs.aws.amazon.com/global-accelerator/latest/api/API_UpdateCustomRoutingAccelerator.html	Write			Grants permission to update a custom routing accelerator
AWS Global Accelerator 	globalaccelerator	UpdateCustomRoutingAcceleratorAttributes	https://docs.aws.amazon.com/global-accelerator/latest/api/API_UpdateCustomRoutingAcceleratorAttributes.html	Write			Grants permission to update the attributes for a custom routing accelerator
AWS Global Accelerator 	globalaccelerator	UpdateCustomRoutingListener	https://docs.aws.amazon.com/global-accelerator/latest/api/API_UpdateCustomRoutingListener.html	Write			Grants permission to update a listener for a custom routing accelerator
AWS Global Accelerator 	globalaccelerator	UpdateEndpointGroup	https://docs.aws.amazon.com/global-accelerator/latest/api/API_UpdateEndpointGroup.html	Write			Grants permission to update an endpoint group on a standard accelerator listener
AWS Global Accelerator 	globalaccelerator	UpdateListener	https://docs.aws.amazon.com/global-accelerator/latest/api/API_UpdateListener.html	Write			Grants permission to update a listener on a standard accelerator
AWS Global Accelerator 	globalaccelerator	WithdrawByoipCidr	https://docs.aws.amazon.com/global-accelerator/latest/api/API_WithdrawByoipCidr.html	Write			Grants permission to stops advertising a BYOIP IPv4 address
AWS Glue 	glue	BatchCreatePartition	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-partitions.html#aws-glue-api-catalog-partitions-BatchCreatePartition	Write			Grants permission to create one or more partitions
AWS Glue 	glue	BatchDeleteConnection	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-connections.html#aws-glue-api-catalog-connections-BatchDeleteConnection	Write			Grants permission to delete one or more connections
AWS Glue 	glue	BatchDeletePartition	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-partitions.html#aws-glue-api-catalog-partitions-BatchDeletePartition	Write			Grants permission to delete one or more partitions
AWS Glue 	glue	BatchDeleteTable	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-tables.html#aws-glue-api-catalog-tables-BatchDeleteTable	Write			Grants permission to delete one or more tables
AWS Glue 	glue	BatchDeleteTableVersion	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-tables.html#aws-glue-api-catalog-tables-DeleteTableVersion	Write			Grants permission to delete one or more versions of a table
AWS Glue 	glue	BatchGetBlueprints	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-workflow.html#aws-glue-api-workflow-BatchGetBlueprints	Read			Grants permission to retrieve one or more blueprints
AWS Glue 	glue	BatchGetCrawlers	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-crawler-crawling.html#aws-glue-api-crawler-crawling-BatchGetCrawlers	Read			Grants permission to retrieve one or more crawlers
AWS Glue 	glue	BatchGetCustomEntityTypes	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-sensitive-data-api.html#aws-glue-sensitive-data-api-BatchGetCustomEntityTypes	Read			Grants permission to retrieve one or more Custom Entity Types
AWS Glue 	glue	BatchGetDevEndpoints	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-dev-endpoint.html#aws-glue-api-dev-endpoint-BatchGetDevEndpoints	Read			Grants permission to retrieve one or more development endpoints
AWS Glue 	glue	BatchGetJobs	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-job.html#aws-glue-api-jobs-job-BatchGetJobs	Read			Grants permission to retrieve one or more jobs
AWS Glue 	glue	BatchGetPartition	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-partitions.html#aws-glue-api-catalog-partitions-BatchGetPartition	Read			Grants permission to retrieve one or more partitions
AWS Glue 	glue	BatchGetTriggers	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-trigger.html#aws-glue-api-jobs-trigger-BatchGetTriggers	Read			Grants permission to retrieve one or more triggers
AWS Glue 	glue	BatchGetWorkflows	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-workflow.html#aws-glue-api-workflow-BatchGetWorkflows	Read			Grants permission to retrieve one or more workflows
AWS Glue 	glue	BatchStopJobRun	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-runs.html#aws-glue-api-jobs-runs-BatchStopStartJobRun	Write			Grants permission to stop one or more job runs for a job
AWS Glue 	glue	BatchUpdatePartition	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-partitions.html#aws-glue-api-catalog-partitions-BatchUpdatePartition	Write			Grants permission to update one or more partitions
AWS Glue 	glue	CancelMLTaskRun	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-machine-learning-api.html#aws-glue-api-machine-learning-api-CancelMLTaskRun	Write			Grants permission to stop a running ML Task Run
AWS Glue 	glue	CancelStatement	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-session.html#aws-glue-session-CancelStatement	Write			Grants permission to cancel a statement in an interactive session
AWS Glue 	glue	CheckSchemaVersionValidity	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-schema-registry-api.html#aws-glue-api-schema-registry-api-CheckSchemaVersionValidity	Read			Grants permission to retrieve a check the validity of schema version
AWS Glue 	glue	CreateBlueprint	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-workflow.html#aws-glue-api-workflow-CreateBlueprint	Write	aws:RequestTag/${TagKey}, aws:TagKeys		Grants permission to create a blueprint
AWS Glue 	glue	CreateClassifier	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-crawler-classifiers.html#aws-glue-api-crawler-classifiers-CreateClassifier	Write			Grants permission to create a classifier
AWS Glue 	glue	CreateConnection	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-connections.html#aws-glue-api-catalog-connections-CreateConnection	Write	aws:RequestTag/${TagKey}, aws:TagKeys		Grants permission to create a connection
AWS Glue 	glue	CreateCrawler	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-crawler-crawling.html#aws-glue-api-crawler-crawling-CreateCrawler	Write	aws:RequestTag/${TagKey}, aws:TagKeys		Grants permission to create a crawler
AWS Glue 	glue	CreateCustomEntityType	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-sensitive-data-api.html#aws-glue-sensitive-data-api-CreateCustomEntityType	Write			Grants permission to create a Custom Entity Type
AWS Glue 	glue	CreateDatabase	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-databases.html#aws-glue-api-catalog-databases-CreateDatabase	Write			Grants permission to create a database
AWS Glue 	glue	CreateDevEndpoint	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-dev-endpoint.html#aws-glue-api-dev-endpoint-CreateDevEndpoint	Write	aws:RequestTag/${TagKey}, aws:TagKeys		Grants permission to create a development endpoint
AWS Glue 	glue	CreateJob	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-job.html#aws-glue-api-jobs-job-CreateJob	Write	aws:RequestTag/${TagKey}, aws:TagKeys, glue:VpcIds, glue:SubnetIds, glue:SecurityGroupIds		Grants permission to create a job
AWS Glue 	glue	CreateMLTransform	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-machine-learning-api.html#aws-glue-api-machine-learning-api-CreateMLTransform	Write	aws:RequestTag/${TagKey}, aws:TagKeys		Grants permission to create an ML Transform
AWS Glue 	glue	CreatePartition	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-partitions.html#aws-glue-api-catalog-partitions-CreatePartition	Write			Grants permission to create a partition
AWS Glue 	glue	CreatePartitionIndex	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-tables.html#aws-glue-api-catalog-tables-CreatePartitionIndex	Write			Grants permission to create a specified partition index in an existing table
AWS Glue 	glue	CreateRegistry	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-schema-registry-api.html#aws-glue-api-schema-registry-api-CreateRegistry	Write	aws:RequestTag/${TagKey}, aws:TagKeys		Grants permission to create a new schema registry
AWS Glue 	glue	CreateSchema	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-schema-registry-api.html#aws-glue-api-schema-registry-api-CreateSchema	Write	aws:RequestTag/${TagKey}, aws:TagKeys		Grants permission to create a new schema container
AWS Glue 	glue	CreateScript	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-etl-script-generation.html#aws-glue-api-etl-script-generation-CreateScript	Write			Grants permission to create a script
AWS Glue 	glue	CreateSecurityConfiguration	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-security.html#aws-glue-api-jobs-security-CreateSecurityConfiguration	Write			Grants permission to create a security configuration
AWS Glue 	glue	CreateSession	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-session.html#aws-glue-api-session-CreateSession	Write	aws:RequestTag/${TagKey}, aws:TagKeys		Grants permission to create an interactive session
